Specimen_no,Curve_no,Thickness_mm,Width_mm,Extension_mm,Force_N
29.0,1.0,1.0,1.0,0.484,845.0
29.0,1.0,1.0,1.0,0.485,846.0
29.0,1.0,1.0,1.0,0.486,848.0
29.0,1.0,1.0,1.0,0.487,851.0
29.0,1.0,1.0,1.0,0.488,853.0
29.0,1.0,1.0,1.0,0.489,854.0
29.0,1.0,1.0,1.0,0.49,857.0
29.0,1.0,1.0,1.0,0.491,858.0
29.0,1.0,1.0,1.0,0.492,860.0
29.0,1.0,1.0,1.0,0.493,861.0
29.0,1.0,1.0,1.0,0.494,864.0
29.0,1.0,1.0,1.0,0.495,866.0
29.0,1.0,1.0,1.0,0.496,867.0
29.0,1.0,1.0,1.0,0.497,870.0
29.0,1.0,1.0,1.0,0.498,872.0
29.0,1.0,1.0,1.0,0.499,873.0
29.0,1.0,1.0,1.0,0.5,876.0
29.0,1.0,1.0,1.0,0.501,878.0
29.0,1.0,1.0,1.0,0.502,879.0
29.0,1.0,1.0,1.0,0.503,882.0
29.0,1.0,1.0,1.0,0.504,883.0
29.0,1.0,1.0,1.0,0.505,885.0
29.0,1.0,1.0,1.0,0.506,888.0
29.0,1.0,1.0,1.0,0.507,889.0
29.0,1.0,1.0,1.0,0.508,891.0
29.0,1.0,1.0,1.0,0.509,894.0
29.0,1.0,1.0,1.0,0.51,895.0
29.0,1.0,1.0,1.0,0.511,897.0
29.0,1.0,1.0,1.0,0.512,900.0
29.0,1.0,1.0,1.0,0.513,901.0
29.0,1.0,1.0,1.0,0.514,903.0
29.0,1.0,1.0,1.0,0.515,905.0
29.0,1.0,1.0,1.0,0.516,907.0
29.0,1.0,1.0,1.0,0.517,909.0
29.0,1.0,1.0,1.0,0.518,910.0
29.0,1.0,1.0,1.0,0.519,913.0
29.0,1.0,1.0,1.0,0.52,915.0
29.0,1.0,1.0,1.0,0.521,916.0
29.0,1.0,1.0,1.0,0.522,919.0
29.0,1.0,1.0,1.0,0.523,921.0
29.0,1.0,1.0,1.0,0.524,922.0
29.0,1.0,1.0,1.0,0.525,925.0
29.0,1.0,1.0,1.0,0.526,927.0
29.0,1.0,1.0,1.0,0.527,928.0
29.0,1.0,1.0,1.0,0.528,931.0
29.0,1.0,1.0,1.0,0.529,933.0
29.0,1.0,1.0,1.0,0.53,934.0
29.0,1.0,1.0,1.0,0.531,937.0
29.0,1.0,1.0,1.0,0.532,939.0
29.0,1.0,1.0,1.0,0.533,940.0
29.0,1.0,1.0,1.0,0.534,942.0
29.0,1.0,1.0,1.0,0.535,945.0
29.0,1.0,1.0,1.0,0.536,946.0
29.0,1.0,1.0,1.0,0.537,948.0
29.0,1.0,1.0,1.0,0.538,950.0
29.0,1.0,1.0,1.0,0.539,952.0
29.0,1.0,1.0,1.0,0.54,954.0
29.0,1.0,1.0,1.0,0.541,956.0
29.0,1.0,1.0,1.0,0.542,958.0
29.0,1.0,1.0,1.0,0.543,960.0
29.0,1.0,1.0,1.0,0.544,963.0
29.0,1.0,1.0,1.0,0.545,964.0
29.0,1.0,1.0,1.0,0.546,966.0
29.0,1.0,1.0,1.0,0.547,968.0
29.0,1.0,1.0,1.0,0.548,970.0
29.0,1.0,1.0,1.0,0.549,972.0
29.0,1.0,1.0,1.0,0.55,973.0
29.0,1.0,1.0,1.0,0.551,976.0
29.0,1.0,1.0,1.0,0.552,978.0
29.0,1.0,1.0,1.0,0.553,981.0
29.0,1.0,1.0,1.0,0.554,982.0
29.0,1.0,1.0,1.0,0.555,984.0
29.0,1.0,1.0,1.0,0.556,985.0
29.0,1.0,1.0,1.0,0.557,988.0
29.0,1.0,1.0,1.0,0.558,990.0
29.0,1.0,1.0,1.0,0.559,993.0
29.0,1.0,1.0,1.0,0.56,994.0
29.0,1.0,1.0,1.0,0.561,996.0
29.0,1.0,1.0,1.0,0.562,999.0
29.0,1.0,1.0,1.0,0.563,1001.0
29.0,1.0,1.0,1.0,0.564,1002.0
29.0,1.0,1.0,1.0,0.565,1005.0
29.0,1.0,1.0,1.0,0.566,1007.0
29.0,1.0,1.0,1.0,0.567,1008.0
29.0,1.0,1.0,1.0,0.568,1010.0
29.0,1.0,1.0,1.0,0.569,1013.0
29.0,1.0,1.0,1.0,0.57,1014.0
29.0,1.0,1.0,1.0,0.571,1016.0
29.0,1.0,1.0,1.0,0.572,1019.0
29.0,1.0,1.0,1.0,0.573,1021.0
29.0,1.0,1.0,1.0,0.574,1022.0
29.0,1.0,1.0,1.0,0.575,1025.0
29.0,1.0,1.0,1.0,0.576,1027.0
29.0,1.0,1.0,1.0,0.577,1028.0
29.0,1.0,1.0,1.0,0.578,1031.0
29.0,1.0,1.0,1.0,0.579,1033.0
29.0,1.0,1.0,1.0,0.58,1034.0
29.0,1.0,1.0,1.0,0.581,1037.0
29.0,1.0,1.0,1.0,0.582,1038.0
29.0,1.0,1.0,1.0,0.583,1041.0
29.0,1.0,1.0,1.0,0.584,1043.0
29.0,1.0,1.0,1.0,0.585,1045.0
29.0,1.0,1.0,1.0,0.586,1047.0
29.0,1.0,1.0,1.0,0.587,1049.0
29.0,1.0,1.0,1.0,0.588,1051.0
29.0,1.0,1.0,1.0,0.589,1053.0
29.0,1.0,1.0,1.0,0.59,1056.0
29.0,1.0,1.0,1.0,0.591,1057.0
29.0,1.0,1.0,1.0,0.592,1059.0
29.0,1.0,1.0,1.0,0.593,1062.0
29.0,1.0,1.0,1.0,0.594,1063.0
29.0,1.0,1.0,1.0,0.595,1065.0
29.0,1.0,1.0,1.0,0.596,1068.0
29.0,1.0,1.0,1.0,0.597,1070.0
29.0,1.0,1.0,1.0,0.598,1071.0
29.0,1.0,1.0,1.0,0.599,1074.0
29.0,1.0,1.0,1.0,0.6,1076.0
29.0,1.0,1.0,1.0,0.601,1077.0
29.0,1.0,1.0,1.0,0.602,1080.0
29.0,1.0,1.0,1.0,0.603,1082.0
29.0,1.0,1.0,1.0,0.604,1084.0
29.0,1.0,1.0,1.0,0.605,1086.0
29.0,1.0,1.0,1.0,0.606,1088.0
29.0,1.0,1.0,1.0,0.607,1090.0
29.0,1.0,1.0,1.0,0.608,1092.0
29.0,1.0,1.0,1.0,0.609,1094.0
29.0,1.0,1.0,1.0,0.61,1096.0
29.0,1.0,1.0,1.0,0.611,1099.0
29.0,1.0,1.0,1.0,0.612,1100.0
29.0,1.0,1.0,1.0,0.613,1102.0
29.0,1.0,1.0,1.0,0.614,1105.0
29.0,1.0,1.0,1.0,0.615,1106.0
29.0,1.0,1.0,1.0,0.616,1108.0
29.0,1.0,1.0,1.0,0.617,1111.0
29.0,1.0,1.0,1.0,0.618,1112.0
29.0,1.0,1.0,1.0,0.619,1114.0
29.0,1.0,1.0,1.0,0.62,1117.0
29.0,1.0,1.0,1.0,0.621,1119.0
29.0,1.0,1.0,1.0,0.622,1120.0
29.0,1.0,1.0,1.0,0.623,1123.0
29.0,1.0,1.0,1.0,0.624,1125.0
29.0,1.0,1.0,1.0,0.625,1126.0
29.0,1.0,1.0,1.0,0.626,1129.0
29.0,1.0,1.0,1.0,0.627,1130.0
29.0,1.0,1.0,1.0,0.628,1132.0
29.0,1.0,1.0,1.0,0.629,1135.0
29.0,1.0,1.0,1.0,0.63,1137.0
29.0,1.0,1.0,1.0,0.631,1138.0
29.0,1.0,1.0,1.0,0.632,1141.0
29.0,1.0,1.0,1.0,0.633,1143.0
29.0,1.0,1.0,1.0,0.634,1144.0
29.0,1.0,1.0,1.0,0.635,1146.0
29.0,1.0,1.0,1.0,0.636,1149.0
29.0,1.0,1.0,1.0,0.637,1150.0
29.0,1.0,1.0,1.0,0.638,1152.0
29.0,1.0,1.0,1.0,0.639,1155.0
29.0,1.0,1.0,1.0,0.64,1156.0
29.0,1.0,1.0,1.0,0.641,1158.0
29.0,1.0,1.0,1.0,0.642,1161.0
29.0,1.0,1.0,1.0,0.643,1162.0
29.0,1.0,1.0,1.0,0.644,1164.0
29.0,1.0,1.0,1.0,0.645,1167.0
29.0,1.0,1.0,1.0,0.646,1168.0
29.0,1.0,1.0,1.0,0.647,1170.0
29.0,1.0,1.0,1.0,0.648,1173.0
29.0,1.0,1.0,1.0,0.649,1174.0
29.0,1.0,1.0,1.0,0.65,1176.0
29.0,1.0,1.0,1.0,0.651,1177.0
29.0,1.0,1.0,1.0,0.652,1180.0
29.0,1.0,1.0,1.0,0.653,1182.0
29.0,1.0,1.0,1.0,0.654,1183.0
29.0,1.0,1.0,1.0,0.655,1185.0
29.0,1.0,1.0,1.0,0.656,1187.0
29.0,1.0,1.0,1.0,0.657,1188.0
29.0,1.0,1.0,1.0,0.658,1189.0
29.0,1.0,1.0,1.0,0.659,1192.0
29.0,1.0,1.0,1.0,0.66,1192.0
29.0,1.0,1.0,1.0,0.661,1193.0
29.0,1.0,1.0,1.0,0.662,1192.0
30,1,1,1,0,148
30.0,1.0,1.0,1.0,0.001,150.0
30.0,1.0,1.0,1.0,0.003,155.0
30.0,1.0,1.0,1.0,0.004,158.0
30.0,1.0,1.0,1.0,0.005,160.0
30.0,1.0,1.0,1.0,0.006,163.0
30.0,1.0,1.0,1.0,0.008,165.0
30.0,1.0,1.0,1.0,0.009,170.0
30.0,1.0,1.0,1.0,0.01,173.0
30.0,1.0,1.0,1.0,0.011,175.0
30.0,1.0,1.0,1.0,0.013,175.0
30.0,1.0,1.0,1.0,0.014,178.0
30.0,1.0,1.0,1.0,0.015,180.0
30.0,1.0,1.0,1.0,0.016,183.0
30.0,1.0,1.0,1.0,0.018,185.0
30.0,1.0,1.0,1.0,0.019,185.0
30.0,1.0,1.0,1.0,0.02,188.0
30.0,1.0,1.0,1.0,0.021,190.0
30.0,1.0,1.0,1.0,0.023,190.0
30.0,1.0,1.0,1.0,0.024,193.0
30.0,1.0,1.0,1.0,0.025,195.0
30.0,1.0,1.0,1.0,0.026,195.0
30.0,1.0,1.0,1.0,0.028,198.0
30.0,1.0,1.0,1.0,0.029,198.0
30.0,1.0,1.0,1.0,0.03,200.0
30.0,1.0,1.0,1.0,0.031,203.0
30.0,1.0,1.0,1.0,0.033,205.0
30.0,1.0,1.0,1.0,0.034,208.0
30.0,1.0,1.0,1.0,0.035,210.0
30.0,1.0,1.0,1.0,0.036,210.0
30.0,1.0,1.0,1.0,0.038,213.0
30.0,1.0,1.0,1.0,0.039,215.0
30.0,1.0,1.0,1.0,0.04,218.0
30.0,1.0,1.0,1.0,0.041,220.0
30.0,1.0,1.0,1.0,0.043,220.0
30.0,1.0,1.0,1.0,0.044,223.0
30.0,1.0,1.0,1.0,0.045,225.0
30.0,1.0,1.0,1.0,0.046,228.0
30.0,1.0,1.0,1.0,0.048,230.0
30.0,1.0,1.0,1.0,0.049,230.0
30.0,1.0,1.0,1.0,0.05,233.0
30.0,1.0,1.0,1.0,0.051,235.0
30.0,1.0,1.0,1.0,0.053,235.0
30.0,1.0,1.0,1.0,0.054,238.0
30.0,1.0,1.0,1.0,0.055,240.0
30.0,1.0,1.0,1.0,0.056,243.0
30.0,1.0,1.0,1.0,0.058,245.0
30.0,1.0,1.0,1.0,0.059,245.0
30.0,1.0,1.0,1.0,0.06,248.0
30.0,1.0,1.0,1.0,0.061,250.0
30.0,1.0,1.0,1.0,0.063,250.0
30.0,1.0,1.0,1.0,0.064,253.0
30.0,1.0,1.0,1.0,0.065,255.0
30.0,1.0,1.0,1.0,0.066,255.0
30.0,1.0,1.0,1.0,0.068,258.0
30.0,1.0,1.0,1.0,0.069,258.0
30.0,1.0,1.0,1.0,0.07,260.0
30.0,1.0,1.0,1.0,0.071,263.0
30.0,1.0,1.0,1.0,0.073,265.0
30.0,1.0,1.0,1.0,0.074,265.0
30.0,1.0,1.0,1.0,0.075,268.0
30.0,1.0,1.0,1.0,0.076,270.0
30.0,1.0,1.0,1.0,0.078,270.0
30.0,1.0,1.0,1.0,0.079,273.0
30.0,1.0,1.0,1.0,0.08,275.0
30.0,1.0,1.0,1.0,0.081,278.0
30.0,1.0,1.0,1.0,0.083,278.0
30.0,1.0,1.0,1.0,0.084,280.0
30.0,1.0,1.0,1.0,0.085,280.0
30.0,1.0,1.0,1.0,0.086,283.0
30.0,1.0,1.0,1.0,0.088,285.0
30.0,1.0,1.0,1.0,0.089,285.0
30.0,1.0,1.0,1.0,0.09,288.0
30.0,1.0,1.0,1.0,0.091,290.0
30.0,1.0,1.0,1.0,0.093,290.0
30.0,1.0,1.0,1.0,0.094,293.0
30.0,1.0,1.0,1.0,0.095,295.0
30.0,1.0,1.0,1.0,0.096,298.0
30.0,1.0,1.0,1.0,0.098,300.0
30.0,1.0,1.0,1.0,0.099,300.0
30.0,1.0,1.0,1.0,0.1,303.0
30.0,1.0,1.0,1.0,0.101,305.0
30.0,1.0,1.0,1.0,0.103,305.0
30.0,1.0,1.0,1.0,0.104,305.0
30.0,1.0,1.0,1.0,0.105,308.0
30.0,1.0,1.0,1.0,0.106,310.0
30.0,1.0,1.0,1.0,0.108,310.0
30.0,1.0,1.0,1.0,0.109,310.0
30.0,1.0,1.0,1.0,0.11,313.0
30.0,1.0,1.0,1.0,0.111,315.0
30.0,1.0,1.0,1.0,0.113,315.0
30.0,1.0,1.0,1.0,0.114,318.0
30.0,1.0,1.0,1.0,0.115,320.0
30.0,1.0,1.0,1.0,0.116,320.0
30.0,1.0,1.0,1.0,0.118,323.0
30.0,1.0,1.0,1.0,0.119,323.0
30.0,1.0,1.0,1.0,0.12,325.0
30.0,1.0,1.0,1.0,0.121,328.0
30.0,1.0,1.0,1.0,0.123,328.0
30.0,1.0,1.0,1.0,0.124,330.0
30.0,1.0,1.0,1.0,0.125,330.0
30.0,1.0,1.0,1.0,0.126,333.0
30.0,1.0,1.0,1.0,0.128,335.0
30.0,1.0,1.0,1.0,0.129,335.0
30.0,1.0,1.0,1.0,0.13,338.0
30.0,1.0,1.0,1.0,0.131,340.0
30.0,1.0,1.0,1.0,0.133,340.0
30.0,1.0,1.0,1.0,0.134,343.0
30.0,1.0,1.0,1.0,0.135,345.0
30.0,1.0,1.0,1.0,0.136,345.0
30.0,1.0,1.0,1.0,0.138,348.0
30.0,1.0,1.0,1.0,0.139,348.0
30.0,1.0,1.0,1.0,0.14,350.0
30.0,1.0,1.0,1.0,0.141,350.0
30.0,1.0,1.0,1.0,0.143,353.0
30.0,1.0,1.0,1.0,0.144,355.0
30.0,1.0,1.0,1.0,0.145,355.0
30.0,1.0,1.0,1.0,0.146,355.0
30.0,1.0,1.0,1.0,0.148,358.0
30.0,1.0,1.0,1.0,0.149,360.0
30.0,1.0,1.0,1.0,0.15,360.0
30.0,1.0,1.0,1.0,0.151,363.0
30.0,1.0,1.0,1.0,0.153,363.0
30.0,1.0,1.0,1.0,0.154,365.0
30.0,1.0,1.0,1.0,0.155,365.0
30.0,1.0,1.0,1.0,0.156,368.0
30.0,1.0,1.0,1.0,0.158,370.0
30.0,1.0,1.0,1.0,0.159,370.0
30.0,1.0,1.0,1.0,0.16,373.0
30.0,1.0,1.0,1.0,0.161,375.0
30.0,1.0,1.0,1.0,0.163,375.0
30.0,1.0,1.0,1.0,0.164,375.0
30.0,1.0,1.0,1.0,0.165,378.0
30.0,1.0,1.0,1.0,0.166,380.0
30.0,1.0,1.0,1.0,0.168,380.0
30.0,1.0,1.0,1.0,0.169,380.0
30.0,1.0,1.0,1.0,0.17,383.0
30.0,1.0,1.0,1.0,0.171,385.0
30.0,1.0,1.0,1.0,0.173,385.0
30.0,1.0,1.0,1.0,0.174,388.0
30.0,1.0,1.0,1.0,0.175,390.0
30.0,1.0,1.0,1.0,0.176,393.0
30.0,1.0,1.0,1.0,0.178,395.0
30.0,1.0,1.0,1.0,0.179,395.0
30.0,1.0,1.0,1.0,0.18,398.0
30.0,1.0,1.0,1.0,0.181,400.0
30.0,1.0,1.0,1.0,0.183,400.0
30.0,1.0,1.0,1.0,0.184,400.0
30.0,1.0,1.0,1.0,0.185,403.0
30.0,1.0,1.0,1.0,0.186,405.0
30.0,1.0,1.0,1.0,0.188,405.0
30.0,1.0,1.0,1.0,0.189,405.0
30.0,1.0,1.0,1.0,0.19,408.0
30.0,1.0,1.0,1.0,0.191,410.0
30.0,1.0,1.0,1.0,0.193,410.0
30.0,1.0,1.0,1.0,0.194,413.0
30.0,1.0,1.0,1.0,0.195,415.0
30.0,1.0,1.0,1.0,0.196,415.0
30.0,1.0,1.0,1.0,0.198,418.0
30.0,1.0,1.0,1.0,0.199,418.0
30.0,1.0,1.0,1.0,0.2,420.0
30.0,1.0,1.0,1.0,0.201,420.0
30.0,1.0,1.0,1.0,0.203,423.0
30.0,1.0,1.0,1.0,0.204,425.0
30.0,1.0,1.0,1.0,0.205,425.0
30.0,1.0,1.0,1.0,0.206,425.0
30.0,1.0,1.0,1.0,0.208,428.0
30.0,1.0,1.0,1.0,0.209,430.0
30.0,1.0,1.0,1.0,0.21,430.0
30.0,1.0,1.0,1.0,0.211,433.0
30.0,1.0,1.0,1.0,0.213,433.0
30.0,1.0,1.0,1.0,0.214,435.0
30.0,1.0,1.0,1.0,0.215,435.0
30.0,1.0,1.0,1.0,0.216,438.0
30.0,1.0,1.0,1.0,0.218,440.0
30.0,1.0,1.0,1.0,0.219,440.0
30.0,1.0,1.0,1.0,0.22,443.0
30.0,1.0,1.0,1.0,0.221,445.0
30.0,1.0,1.0,1.0,0.223,445.0
30.0,1.0,1.0,1.0,0.224,448.0
30.0,1.0,1.0,1.0,0.225,450.0
30.0,1.0,1.0,1.0,0.226,450.0
30.0,1.0,1.0,1.0,0.228,453.0
30.0,1.0,1.0,1.0,0.229,453.0
30.0,1.0,1.0,1.0,0.23,455.0
30.0,1.0,1.0,1.0,0.231,458.0
30.0,1.0,1.0,1.0,0.233,458.0
30.0,1.0,1.0,1.0,0.234,460.0
30.0,1.0,1.0,1.0,0.235,460.0
30.0,1.0,1.0,1.0,0.236,463.0
30.0,1.0,1.0,1.0,0.238,465.0
30.0,1.0,1.0,1.0,0.239,465.0
30.0,1.0,1.0,1.0,0.24,468.0
30.0,1.0,1.0,1.0,0.241,470.0
30.0,1.0,1.0,1.0,0.243,470.0
30.0,1.0,1.0,1.0,0.244,473.0
30.0,1.0,1.0,1.0,0.245,475.0
30.0,1.0,1.0,1.0,0.246,475.0
30.0,1.0,1.0,1.0,0.248,478.0
30.0,1.0,1.0,1.0,0.249,478.0
30.0,1.0,1.0,1.0,0.25,480.0
30.0,1.0,1.0,1.0,0.251,483.0
30.0,1.0,1.0,1.0,0.253,485.0
30.0,1.0,1.0,1.0,0.254,485.0
30.0,1.0,1.0,1.0,0.255,488.0
30.0,1.0,1.0,1.0,0.256,490.0
30.0,1.0,1.0,1.0,0.258,490.0
30.0,1.0,1.0,1.0,0.259,493.0
30.0,1.0,1.0,1.0,0.26,495.0
30.0,1.0,1.0,1.0,0.261,498.0
30.0,1.0,1.0,1.0,0.263,498.0
30.0,1.0,1.0,1.0,0.264,500.0
30.0,1.0,1.0,1.0,0.265,500.0
30.0,1.0,1.0,1.0,0.266,503.0
30.0,1.0,1.0,1.0,0.268,505.0
30.0,1.0,1.0,1.0,0.269,505.0
30.0,1.0,1.0,1.0,0.27,508.0
30.0,1.0,1.0,1.0,0.271,510.0
30.0,1.0,1.0,1.0,0.273,510.0
30.0,1.0,1.0,1.0,0.274,513.0
30.0,1.0,1.0,1.0,0.275,515.0
30.0,1.0,1.0,1.0,0.276,518.0
30.0,1.0,1.0,1.0,0.278,520.0
30.0,1.0,1.0,1.0,0.279,520.0
30.0,1.0,1.0,1.0,0.28,523.0
30.0,1.0,1.0,1.0,0.281,525.0
30.0,1.0,1.0,1.0,0.283,525.0
30.0,1.0,1.0,1.0,0.284,528.0
30.0,1.0,1.0,1.0,0.285,530.0
30.0,1.0,1.0,1.0,0.286,530.0
30.0,1.0,1.0,1.0,0.288,533.0
30.0,1.0,1.0,1.0,0.289,533.0
30.0,1.0,1.0,1.0,0.29,535.0
30.0,1.0,1.0,1.0,0.291,538.0
30.0,1.0,1.0,1.0,0.293,540.0
30.0,1.0,1.0,1.0,0.294,543.0
30.0,1.0,1.0,1.0,0.295,545.0
30.0,1.0,1.0,1.0,0.296,545.0
30.0,1.0,1.0,1.0,0.298,548.0
30.0,1.0,1.0,1.0,0.299,550.0
30.0,1.0,1.0,1.0,0.3,553.0
30.0,1.0,1.0,1.0,0.301,555.0
30.0,1.0,1.0,1.0,0.303,555.0
30.0,1.0,1.0,1.0,0.304,558.0
30.0,1.0,1.0,1.0,0.305,560.0
30.0,1.0,1.0,1.0,0.306,560.0
30.0,1.0,1.0,1.0,0.308,563.0
30.0,1.0,1.0,1.0,0.309,563.0
30.0,1.0,1.0,1.0,0.31,565.0
30.0,1.0,1.0,1.0,0.311,568.0
30.0,1.0,1.0,1.0,0.313,570.0
30.0,1.0,1.0,1.0,0.314,573.0
30.0,1.0,1.0,1.0,0.315,575.0
30.0,1.0,1.0,1.0,0.316,575.0
30.0,1.0,1.0,1.0,0.318,578.0
30.0,1.0,1.0,1.0,0.319,580.0
30.0,1.0,1.0,1.0,0.32,583.0
30.0,1.0,1.0,1.0,0.321,585.0
30.0,1.0,1.0,1.0,0.323,585.0
30.0,1.0,1.0,1.0,0.324,588.0
30.0,1.0,1.0,1.0,0.325,590.0
30.0,1.0,1.0,1.0,0.326,593.0
30.0,1.0,1.0,1.0,0.328,595.0
30.0,1.0,1.0,1.0,0.329,595.0
30.0,1.0,1.0,1.0,0.33,598.0
30.0,1.0,1.0,1.0,0.331,600.0
30.0,1.0,1.0,1.0,0.333,603.0
30.0,1.0,1.0,1.0,0.334,605.0
30.0,1.0,1.0,1.0,0.335,608.0
30.0,1.0,1.0,1.0,0.336,610.0
30.0,1.0,1.0,1.0,0.338,613.0
30.0,1.0,1.0,1.0,0.339,615.0
30.0,1.0,1.0,1.0,0.34,618.0
30.0,1.0,1.0,1.0,0.341,620.0
30.0,1.0,1.0,1.0,0.343,620.0
30.0,1.0,1.0,1.0,0.344,623.0
30.0,1.0,1.0,1.0,0.345,625.0
30.0,1.0,1.0,1.0,0.346,628.0
30.0,1.0,1.0,1.0,0.348,630.0
30.0,1.0,1.0,1.0,0.349,630.0
30.0,1.0,1.0,1.0,0.35,633.0
30.0,1.0,1.0,1.0,0.351,635.0
30.0,1.0,1.0,1.0,0.353,638.0
30.0,1.0,1.0,1.0,0.354,640.0
30.0,1.0,1.0,1.0,0.355,643.0
30.0,1.0,1.0,1.0,0.356,645.0
30.0,1.0,1.0,1.0,0.358,648.0
30.0,1.0,1.0,1.0,0.359,650.0
30.0,1.0,1.0,1.0,0.36,653.0
30.0,1.0,1.0,1.0,0.361,655.0
30.0,1.0,1.0,1.0,0.363,655.0
30.0,1.0,1.0,1.0,0.364,658.0
30.0,1.0,1.0,1.0,0.365,660.0
30.0,1.0,1.0,1.0,0.366,663.0
30.0,1.0,1.0,1.0,0.368,665.0
30.0,1.0,1.0,1.0,0.369,665.0
30.0,1.0,1.0,1.0,0.37,668.0
30.0,1.0,1.0,1.0,0.371,670.0
30.0,1.0,1.0,1.0,0.373,673.0
30.0,1.0,1.0,1.0,0.374,675.0
30.0,1.0,1.0,1.0,0.375,678.0
30.0,1.0,1.0,1.0,0.376,680.0
30.0,1.0,1.0,1.0,0.378,683.0
30.0,1.0,1.0,1.0,0.379,685.0
30.0,1.0,1.0,1.0,0.38,688.0
30.0,1.0,1.0,1.0,0.381,690.0
30.0,1.0,1.0,1.0,0.383,693.0
30.0,1.0,1.0,1.0,0.384,695.0
30.0,1.0,1.0,1.0,0.385,695.0
30.0,1.0,1.0,1.0,0.386,698.0
30.0,1.0,1.0,1.0,0.388,700.0
30.0,1.0,1.0,1.0,0.389,703.0
30.0,1.0,1.0,1.0,0.39,705.0
30.0,1.0,1.0,1.0,0.391,708.0
30.0,1.0,1.0,1.0,0.393,710.0
30.0,1.0,1.0,1.0,0.394,713.0
30.0,1.0,1.0,1.0,0.395,715.0
30.0,1.0,1.0,1.0,0.396,718.0
30.0,1.0,1.0,1.0,0.398,720.0
30.0,1.0,1.0,1.0,0.399,723.0
30.0,1.0,1.0,1.0,0.4,725.0
30.0,1.0,1.0,1.0,0.401,728.0
30.0,1.0,1.0,1.0,0.403,730.0
30.0,1.0,1.0,1.0,0.404,733.0
30.0,1.0,1.0,1.0,0.405,735.0
30.0,1.0,1.0,1.0,0.406,735.0
30.0,1.0,1.0,1.0,0.408,738.0
30.0,1.0,1.0,1.0,0.409,740.0
30.0,1.0,1.0,1.0,0.41,743.0
30.0,1.0,1.0,1.0,0.411,745.0
30.0,1.0,1.0,1.0,0.413,748.0
30.0,1.0,1.0,1.0,0.414,750.0
30.0,1.0,1.0,1.0,0.415,753.0
30.0,1.0,1.0,1.0,0.416,755.0
30.0,1.0,1.0,1.0,0.418,758.0
30.0,1.0,1.0,1.0,0.419,760.0
30.0,1.0,1.0,1.0,0.42,763.0
30.0,1.0,1.0,1.0,0.421,765.0
30.0,1.0,1.0,1.0,0.423,768.0
30.0,1.0,1.0,1.0,0.424,770.0
30.0,1.0,1.0,1.0,0.425,773.0
30.0,1.0,1.0,1.0,0.426,775.0
30.0,1.0,1.0,1.0,0.428,778.0
30.0,1.0,1.0,1.0,0.429,780.0
30.0,1.0,1.0,1.0,0.43,783.0
30.0,1.0,1.0,1.0,0.431,785.0
30.0,1.0,1.0,1.0,0.433,788.0
30.0,1.0,1.0,1.0,0.434,790.0
30.0,1.0,1.0,1.0,0.435,793.0
30.0,1.0,1.0,1.0,0.436,795.0
30.0,1.0,1.0,1.0,0.438,798.0
30.0,1.0,1.0,1.0,0.439,800.0
30.0,1.0,1.0,1.0,0.44,803.0
30.0,1.0,1.0,1.0,0.441,805.0
30.0,1.0,1.0,1.0,0.443,808.0
30.0,1.0,1.0,1.0,0.444,810.0
30.0,1.0,1.0,1.0,0.445,813.0
30.0,1.0,1.0,1.0,0.446,815.0
30.0,1.0,1.0,1.0,0.448,818.0
30.0,1.0,1.0,1.0,0.449,820.0
30.0,1.0,1.0,1.0,0.45,823.0
30.0,1.0,1.0,1.0,0.451,825.0
30.0,1.0,1.0,1.0,0.453,828.0
30.0,1.0,1.0,1.0,0.454,830.0
30.0,1.0,1.0,1.0,0.455,835.0
30.0,1.0,1.0,1.0,0.456,838.0
30.0,1.0,1.0,1.0,0.458,840.0
30.0,1.0,1.0,1.0,0.459,843.0
30.0,1.0,1.0,1.0,0.46,845.0
30.0,1.0,1.0,1.0,0.461,848.0
30.0,1.0,1.0,1.0,0.463,850.0
30.0,1.0,1.0,1.0,0.464,853.0
30.0,1.0,1.0,1.0,0.465,855.0
30.0,1.0,1.0,1.0,0.466,855.0
30.0,1.0,1.0,1.0,0.468,858.0
30.0,1.0,1.0,1.0,0.469,860.0
30.0,1.0,1.0,1.0,0.47,863.0
30.0,1.0,1.0,1.0,0.471,865.0
30.0,1.0,1.0,1.0,0.473,868.0
30.0,1.0,1.0,1.0,0.474,870.0
30.0,1.0,1.0,1.0,0.475,875.0
30.0,1.0,1.0,1.0,0.476,878.0
30.0,1.0,1.0,1.0,0.478,880.0
30.0,1.0,1.0,1.0,0.479,883.0
30.0,1.0,1.0,1.0,0.48,885.0
30.0,1.0,1.0,1.0,0.481,888.0
30.0,1.0,1.0,1.0,0.483,890.0
30.0,1.0,1.0,1.0,0.484,893.0
30.0,1.0,1.0,1.0,0.485,895.0
30.0,1.0,1.0,1.0,0.486,898.0
30.0,1.0,1.0,1.0,0.488,900.0
30.0,1.0,1.0,1.0,0.489,903.0
30.0,1.0,1.0,1.0,0.49,905.0
30.0,1.0,1.0,1.0,0.491,908.0
30.0,1.0,1.0,1.0,0.493,910.0
30.0,1.0,1.0,1.0,0.494,913.0
30.0,1.0,1.0,1.0,0.495,915.0
30.0,1.0,1.0,1.0,0.496,920.0
30.0,1.0,1.0,1.0,0.498,923.0
